"","landscape","site","year","uniqueID","spring.start","spring.end","spring.gap.start","spring.gap.end","spring.exposure","summer.start","summer.end","summer.gap.start","summer.gap.end","summer.exposure","total.exposure","honey.bee.abund"
"781","GFH","GFH06",2018,"GFH062018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,0
"782","GFH","GFH07",2018,"GFH072018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,4
"783","GFH","GFH08",2018,"GFH082018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,1
"784","GFH","GFH09",2018,"GFH092018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,7
"785","GFH","GFH10",2018,"GFH102018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,5
"786","GFH","GFH11",2018,"GFH112018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,4
"787","GFH","GFH12",2018,"GFH122018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,1
"788","GFH","GFH13",2018,"GFH132018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,12
"789","GFH","GFH14",2018,"GFH142018",2018-04-17,2018-05-15,NA,NA,28,2018-08-02,2018-09-13,NA,NA,42,70,8
"790","GFH","GFH15",2018,"GFH152018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-08-30,NA,NA,28,70,6
"791","GFH","GFH16",2018,"GFH162018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,4
"792","HAR","HAR01",2018,"HAR012018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,4
"793","HAR","HAR02",2018,"HAR022018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,19
"794","HAR","HAR03",2018,"HAR032018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,12
"795","HAR","HAR04",2018,"HAR042018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,5
"796","HAR","HAR05",2018,"HAR052018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,16
"797","HAR","HAR06",2018,"HAR062018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,12
"798","HAR","HAR07",2018,"HAR072018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,11
"799","HAR","HAR08",2018,"HAR082018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,5
"800","HAR","HAR09",2018,"HAR092018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,23
"801","HAR","HAR10",2018,"HAR102018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,2018-08-13,2018-08-27,28,70,14
"802","HAR","HAR11",2018,"HAR112018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,16
"803","HAR","HAR12",2018,"HAR122018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,36
"804","HAR","HAR13",2018,"HAR132018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,49
"805","HAR","HAR14",2018,"HAR142018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,2018-08-13,2018-08-27,28,70,22
"806","HAR","HAR15",2018,"HAR152018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,18
"807","HAR","HAR16",2018,"HAR162018",2018-04-16,2018-05-28,NA,NA,42,2018-08-13,2018-09-10,NA,NA,28,70,186
"808","SIP","SIP01",2018,"SIP012018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-08-30,NA,NA,28,70,7
"809","SIP","SIP02",2018,"SIP022018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,2
"810","SIP","SIP03",2018,"SIP032018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-08-30,NA,NA,28,70,2
"811","SIP","SIP05",2018,"SIP052018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-08-30,NA,NA,28,70,0
"812","SIP","SIP06",2018,"SIP062018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,20
"813","SIP","SIP07",2018,"SIP072018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,8
"814","SIP","SIP08",2018,"SIP082018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,1
"815","SIP","SIP09",2018,"SIP092018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-08-30,NA,NA,28,70,2
"816","SIP","SIP10",2018,"SIP102018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,5
"817","SIP","SIP11",2018,"SIP112018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,2
"818","SIP","SIP12",2018,"SIP122018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,2
"819","SIP","SIP13",2018,"SIP132018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-08-30,NA,NA,28,70,4
"820","SIP","SIP14",2018,"SIP142018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,8
"821","SIP","SIP15",2018,"SIP152018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,5
"822","SIP","SIP16",2018,"SIP162018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,3
"823","SST","SST01",2018,"SST012018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,8
"824","SST","SST02",2018,"SST022018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,2018-08-15,2018-08-29,28,70,7
"825","SST","SST03",2018,"SST032018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,28
"826","SST","SST04",2018,"SST042018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,31
"827","SST","SST05",2018,"SST052018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,4
"828","SST","SST06",2018,"SST062018",2018-04-18,2018-05-16,NA,NA,28,2018-08-01,2018-09-12,NA,NA,42,70,5
"829","SST","SST07",2018,"SST072018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-08-15,NA,NA,14,56,0
"830","SST","SST08",2018,"SST082018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,24
"831","SST","SST09",2018,"SST092018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,6
"832","SST","SST10",2018,"SST102018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,44
"833","SST","SST11",2018,"SST112018",2018-04-18,2018-05-30,NA,NA,42,2018-08-15,2018-08-29,NA,NA,14,56,11
"834","SST","SST12",2018,"SST122018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,16
"835","SST","SST13",2018,"SST132018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,5
"836","SST","SST14",2018,"SST142018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,6
"837","SST","SST15",2018,"SST152018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,24
"838","SST","SST16",2018,"SST162018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,11
"839","WAN","WAN01",2018,"WAN012018",2018-04-16,2018-05-28,NA,NA,42,2018-08-13,2018-09-10,NA,NA,28,70,41
"840","WAN","WAN02",2018,"WAN022018",2018-04-30,2018-05-28,NA,NA,28,2018-07-30,2018-09-10,NA,NA,42,70,27
"841","WAN","WAN03",2018,"WAN032018",2018-04-16,2018-05-14,NA,NA,28,2018-08-13,2018-09-10,NA,NA,28,56,6
"842","WAN","WAN04",2018,"WAN042018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,10
"843","WAN","WAN05",2018,"WAN052018",2018-04-16,2018-05-14,NA,NA,28,2018-07-30,2018-09-10,NA,NA,42,70,5
"844","WAN","WAN06",2018,"WAN062018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,14
"845","WAN","WAN07",2018,"WAN072018",2018-04-16,2018-05-14,NA,NA,28,2018-07-30,2018-09-10,NA,NA,42,70,3
"846","WAN","WAN08",2018,"WAN082018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,4
"847","WAN","WAN09",2018,"WAN092018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,19
"848","WAN","WAN10",2018,"WAN102018",2018-04-30,2018-05-28,NA,NA,28,2018-07-30,2018-09-10,NA,NA,42,70,5
"849","WAN","WAN11",2018,"WAN112018",2018-04-16,2018-05-28,NA,NA,42,2018-08-13,2018-08-27,NA,NA,14,56,0
"850","WAN","WAN12",2018,"WAN122018",2018-04-16,2018-05-28,NA,NA,42,2018-08-13,2018-09-10,NA,NA,28,70,12
"851","WAN","WAN13",2018,"WAN132018",2018-05-14,2018-05-28,NA,NA,14,2018-08-13,2018-09-10,NA,NA,28,42,9
"852","WAN","WAN14",2018,"WAN142018",2018-04-30,2018-05-28,NA,NA,28,2018-07-30,2018-09-10,2018-08-13,2018-08-27,28,56,4
"853","WAN","WAN15",2018,"WAN152018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,NA,NA,42,84,4
"854","WAN","WAN16",2018,"WAN162018",2018-04-16,2018-05-28,NA,NA,42,2018-07-30,2018-09-10,2018-08-13,2018-08-27,28,70,3
"855","FBG","FBG01",2019,"FBG012019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-02,NA,NA,42,84,14
"856","FBG","FBG02",2019,"FBG022019",2019-04-15,2019-05-27,2019-04-29,2019-05-13,28,2019-07-22,2019-09-02,NA,NA,42,70,28
"857","FBG","FBG03",2019,"FBG032019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-02,NA,NA,42,84,8
"858","FBG","FBG04",2019,"FBG042019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-02,NA,NA,42,84,0
"859","FBG","FBG05",2019,"FBG052019",2019-04-29,2019-05-27,NA,NA,28,2019-07-22,2019-09-02,NA,NA,42,70,6
"860","FBG","FBG06",2019,"FBG062019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-02,2019-08-05,2019-08-19,28,70,21
"861","FBG","FBG07",2019,"FBG072019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-02,NA,NA,42,84,20
"862","FBG","FBG08",2019,"FBG082019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-02,NA,NA,42,84,1
"863","FBG","FBG09",2019,"FBG092019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-02,NA,NA,42,84,3
"864","FBG","FBG10",2019,"FBG102019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-02,NA,NA,42,84,5
"865","FBG","FBG11",2019,"FBG112019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-02,NA,NA,42,84,4
"866","FBG","FBG12",2019,"FBG122019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-02,2019-08-05,2019-08-19,28,70,17
"867","FBG","FBG13",2019,"FBG132019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-02,NA,NA,42,84,40
"868","FBG","FBG14",2019,"FBG142019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-02,NA,NA,42,84,9
"869","FBG","FBG15",2019,"FBG152019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-02,NA,NA,42,84,6
"870","FBG","FBG16",2019,"FBG162019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-02,NA,NA,42,84,13
"871","GFH","GFH01",2019,"GFH012019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-08-20,NA,NA,28,71,1
"872","GFH","GFH02",2019,"GFH022019",2019-04-16,2019-05-14,NA,NA,28,2019-07-23,2019-09-04,NA,NA,43,71,3
"873","GFH","GFH03",2019,"GFH032019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,10
"874","GFH","GFH04",2019,"GFH042019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,2019-08-06,2019-08-20,29,72,6
"875","GFH","GFH05",2019,"GFH052019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,22
"876","GFH","GFH06",2019,"GFH062019",2019-04-16,2019-05-14,NA,NA,28,2019-07-23,2019-09-04,2019-08-06,2019-08-20,29,57,2
"877","GFH","GFH07",2019,"GFH072019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,2019-08-06,2019-08-20,29,72,9
"878","GFH","GFH08",2019,"GFH082019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,2
"879","GFH","GFH09",2019,"GFH092019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,2
"880","GFH","GFH10",2019,"GFH102019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,5
"881","GFH","GFH11",2019,"GFH112019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,5
"882","GFH","GFH12",2019,"GFH122019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,0
"883","GFH","GFH13",2019,"GFH132019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,11
"884","GFH","GFH14",2019,"GFH142019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,34
"885","GFH","GFH15",2019,"GFH152019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,15
"886","GFH","GFH16",2019,"GFH162019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,12
"887","HAR","HAR01",2019,"HAR012019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,6
"888","HAR","HAR02",2019,"HAR022019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,8
"889","HAR","HAR03",2019,"HAR032019",2019-04-17,2019-05-15,NA,NA,28,2019-07-24,2019-08-21,NA,NA,28,56,2
"890","HAR","HAR04",2019,"HAR042019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,7
"891","HAR","HAR05",2019,"HAR052019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,27
"892","HAR","HAR06",2019,"HAR062019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,15
"893","HAR","HAR07",2019,"HAR072019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-08-21,NA,NA,28,70,4
"894","HAR","HAR08",2019,"HAR082019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,2019-08-07,2019-08-21,29,71,0
"895","HAR","HAR09",2019,"HAR092019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,13
"896","HAR","HAR10",2019,"HAR102019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,21
"897","HAR","HAR11",2019,"HAR112019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,8
"898","HAR","HAR12",2019,"HAR122019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,2019-08-07,2019-08-21,29,71,10
"899","HAR","HAR13",2019,"HAR132019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,24
"900","HAR","HAR14",2019,"HAR142019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,29
"901","HAR","HAR15",2019,"HAR152019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,32
"902","HAR","HAR16",2019,"HAR162019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,47
"903","SIP","SIP01",2019,"SIP012019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,3
"904","SIP","SIP02",2019,"SIP022019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,4
"905","SIP","SIP03",2019,"SIP032019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,2019-08-06,2019-08-20,29,72,5
"906","SIP","SIP05",2019,"SIP052019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,19
"907","SIP","SIP06",2019,"SIP062019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,16
"908","SIP","SIP07",2019,"SIP072019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,18
"909","SIP","SIP08",2019,"SIP082019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,4
"910","SIP","SIP09",2019,"SIP092019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,7
"911","SIP","SIP10",2019,"SIP102019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,19
"912","SIP","SIP11",2019,"SIP112019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,51
"913","SIP","SIP12",2019,"SIP122019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,12
"914","SIP","SIP13",2019,"SIP132019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,11
"915","SIP","SIP14",2019,"SIP142019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,23
"916","SIP","SIP15",2019,"SIP152019",2019-04-16,2019-05-29,NA,NA,43,2019-08-06,2019-09-04,NA,NA,29,72,15
"917","SIP","SIP16",2019,"SIP162019",2019-04-16,2019-05-29,NA,NA,43,2019-07-23,2019-09-04,NA,NA,43,86,4
"918","SST","SST01",2019,"SST012019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-03,NA,NA,43,85,3
"919","SST","SST02",2019,"SST022019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-03,NA,NA,43,85,4
"920","SST","SST03",2019,"SST032019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-08-19,NA,NA,28,70,4
"921","SST","SST04",2019,"SST042019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-03,NA,NA,43,85,5
"922","SST","SST05",2019,"SST052019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-03,NA,NA,43,85,7
"923","SST","SST06",2019,"SST062019",2019-04-29,2019-05-13,NA,NA,14,2019-07-22,2019-08-19,NA,NA,28,42,23
"924","SST","SST07",2019,"SST072019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-03,NA,NA,43,85,5
"925","SST","SST08",2019,"SST082019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-03,NA,NA,43,85,14
"926","SST","SST09",2019,"SST092019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-03,NA,NA,43,85,14
"927","SST","SST10",2019,"SST102019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-03,NA,NA,43,85,11
"928","SST","SST11",2019,"SST112019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-03,NA,NA,43,85,2
"929","SST","SST12",2019,"SST122019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-03,NA,NA,43,85,14
"930","SST","SST13",2019,"SST132019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-03,NA,NA,43,85,9
"931","SST","SST14",2019,"SST142019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-09-03,NA,NA,43,85,6
"932","SST","SST15",2019,"SST152019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-08-05,NA,NA,14,56,1
"933","SST","SST16",2019,"SST162019",2019-04-15,2019-05-27,NA,NA,42,2019-07-22,2019-08-19,NA,NA,28,70,3
"934","WAN","WAN01",2019,"WAN012019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,13
"935","WAN","WAN02",2019,"WAN022019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,11
"936","WAN","WAN03",2019,"WAN032019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,7
"937","WAN","WAN04",2019,"WAN042019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,6
"938","WAN","WAN05",2019,"WAN052019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,4
"939","WAN","WAN06",2019,"WAN062019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,9
"940","WAN","WAN07",2019,"WAN072019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,6
"941","WAN","WAN08",2019,"WAN082019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,2019-08-07,2019-08-21,29,71,1
"942","WAN","WAN09",2019,"WAN092019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,17
"943","WAN","WAN10",2019,"WAN102019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,6
"944","WAN","WAN11",2019,"WAN112019",2019-04-17,2019-05-15,NA,NA,28,2019-07-24,2019-08-07,NA,NA,14,42,1
"945","WAN","WAN12",2019,"WAN122019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,23
"946","WAN","WAN13",2019,"WAN132019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,13
"947","WAN","WAN14",2019,"WAN142019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,1
"948","WAN","WAN15",2019,"WAN152019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,NA,NA,43,85,5
"949","WAN","WAN16",2019,"WAN162019",2019-04-17,2019-05-29,NA,NA,42,2019-07-24,2019-09-05,2019-08-07,2019-08-21,29,71,5
"950","FBG","FBG01",2020,"FBG012020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,14
"951","FBG","FBG02",2020,"FBG022020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,24
"952","FBG","FBG03",2020,"FBG032020",2020-05-13,2020-05-27,NA,NA,14,2020-07-22,2020-09-02,NA,NA,42,56,5
"953","FBG","FBG04",2020,"FBG042020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,10
"954","FBG","FBG05",2020,"FBG052020",2020-04-15,2020-05-13,NA,NA,28,2020-07-22,2020-08-19,NA,NA,28,56,11
"955","FBG","FBG06",2020,"FBG062020",2020-04-29,2020-05-27,NA,NA,28,2020-07-22,2020-09-02,NA,NA,42,70,5
"956","FBG","FBG07",2020,"FBG072020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,1
"957","FBG","FBG08",2020,"FBG082020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,0
"958","FBG","FBG09",2020,"FBG092020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,11
"959","FBG","FBG10",2020,"FBG102020",2020-04-29,2020-05-27,NA,NA,28,2020-07-22,2020-09-02,NA,NA,42,70,14
"960","FBG","FBG11",2020,"FBG112020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,2020-08-05,2020-08-19,28,70,6
"961","FBG","FBG12",2020,"FBG122020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,1
"962","FBG","FBG13",2020,"FBG132020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,23
"963","FBG","FBG14",2020,"FBG142020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,12
"964","FBG","FBG15",2020,"FBG152020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-08-19,NA,NA,28,70,5
"965","FBG","FBG16",2020,"FBG162020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,22
"966","GFH","GFH01",2020,"GFH012020",2020-04-16,2020-05-29,NA,NA,43,2020-07-23,2020-09-03,NA,NA,42,85,7
"967","GFH","GFH02",2020,"GFH022020",2020-04-16,2020-05-29,NA,NA,43,2020-07-23,2020-09-03,NA,NA,42,85,3
"968","GFH","GFH03",2020,"GFH032020",2020-04-16,2020-05-29,NA,NA,43,2020-07-23,2020-09-03,NA,NA,42,85,21
"969","GFH","GFH04",2020,"GFH042020",2020-04-16,2020-05-29,NA,NA,43,2020-07-23,2020-09-03,NA,NA,42,85,25
"970","GFH","GFH05",2020,"GFH052020",2020-04-16,2020-05-29,NA,NA,43,2020-07-23,2020-09-03,NA,NA,42,85,34
"971","GFH","GFH06",2020,"GFH062020",2020-04-16,2020-05-29,NA,NA,43,2020-07-23,2020-09-03,NA,NA,42,85,5
"972","GFH","GFH07",2020,"GFH072020",2020-04-16,2020-05-14,NA,NA,28,2020-07-23,2020-09-03,NA,NA,42,70,9
"973","GFH","GFH08",2020,"GFH082020",2020-04-16,2020-05-29,NA,NA,43,2020-07-23,2020-09-03,NA,NA,42,85,8
"974","GFH","GFH09",2020,"GFH092020",2020-04-16,2020-05-29,NA,NA,43,2020-07-23,2020-09-03,NA,NA,42,85,5
"975","GFH","GFH10",2020,"GFH102020",2020-04-16,2020-05-29,NA,NA,43,2020-07-23,2020-09-03,NA,NA,42,85,15
"976","GFH","GFH11",2020,"GFH112020",2020-04-16,2020-05-29,NA,NA,43,2020-07-23,2020-09-03,NA,NA,42,85,5
"977","GFH","GFH12",2020,"GFH122020",2020-04-16,2020-05-29,NA,NA,43,2020-07-23,2020-09-03,NA,NA,42,85,10
"978","GFH","GFH13",2020,"GFH132020",2020-04-16,2020-05-29,NA,NA,43,2020-07-23,2020-09-03,NA,NA,42,85,48
